;ID;Year_Birth;Education;Marital_Status; Income ;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Country
368;5093;1974;PhD;Divorced;$25,509.00 ;1;0;9/18/12;15;40;3;30;10;7;11;3;3;0;3;9;0;0;0;0;0;1;0;SP
369;8524;1974;PhD;Divorced;$25,509.00 ;1;0;9/18/12;15;40;3;30;10;7;11;3;3;0;3;9;0;0;0;0;0;1;0;SP
372;8933;1983;2n Cycle;Married;$32,146.00 ;1;0;5/12/14;16;26;3;23;4;7;3;2;2;0;4;6;0;0;0;0;0;0;0;CA
373;10779;1983;Graduation;Single;$22,148.00 ;0;0;4/13/14;16;15;5;14;0;4;11;1;1;0;3;7;0;0;0;0;0;0;0;SP
374;9289;1979;Graduation;Married;$36,781.00 ;1;0;4/10/14;16;29;1;17;0;3;13;1;2;1;2;8;0;0;0;0;0;1;0;SP
377;8443;1972;Graduation;Single;$24,762.00 ;1;0;2/10/14;16;6;10;12;3;15;40;3;3;1;2;8;1;0;0;0;0;1;0;SA
378;10796;1984;Master;Married;$30,477.00 ;1;0;1/22/14;16;47;1;6;0;0;12;1;1;1;3;6;0;0;0;0;0;0;0;IND
379;10241;1975;2n Cycle;Divorced;$11,448.00 ;0;0;12/15/13;16;0;0;0;6;2;6;1;1;0;2;6;0;0;0;0;0;0;0;SP
381;6507;1980;Graduation;Single;$30,828.00 ;1;0;10/4/13;16;16;11;15;2;0;12;2;1;1;4;3;0;0;0;0;0;0;0;AUS
383;87;1981;2n Cycle;Married;$27,733.00 ;1;0;8/26/13;16;0;7;5;26;2;17;2;2;0;3;7;0;0;0;0;0;0;0;GER
384;10477;1973;PhD;Together;$39,435.00 ;1;0;8/6/13;16;71;0;18;0;0;13;1;3;1;2;7;0;0;0;0;0;0;0;SP
386;2518;1986;2n Cycle;Together;$20,491.00 ;0;0;1/25/13;16;5;4;5;4;2;10;1;0;1;2;7;0;0;0;0;0;0;0;GER
387;247;1971;Graduation;Married;$36,715.00 ;1;0;11/17/12;16;172;10;125;21;13;16;6;7;2;4;9;0;0;0;0;0;1;0;SP
390;9530;1988;Graduation;Married;$24,645.00 ;1;0;11/1/12;16;5;3;4;4;1;0;1;1;0;2;8;0;0;0;0;0;0;0;SA
391;9653;1975;Graduation;Married;$35,797.00 ;0;1;10/16/12;16;27;1;14;4;1;21;2;2;0;3;8;0;0;0;0;0;0;0;SA
393;9392;1971;Graduation;Single;$26,954.00 ;1;0;5/8/14;17;4;1;11;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;SP
394;3769;1972;PhD;Together;;1;0;3/2/14;17;25;1;13;0;0;3;1;1;0;3;7;0;0;0;0;0;0;0;AUS
395;10146;1972;PhD;Together;$38,887.00 ;1;0;3/2/14;17;25;1;13;0;0;3;1;1;0;3;7;0;0;0;0;0;0;0;AUS
396;4741;1974;2n Cycle;Married;$65,463.00 ;1;0;1/30/14;17;391;32;70;21;32;16;2;6;2;9;5;0;1;0;0;0;0;0;SP
398;6471;1971;Master;Single;$36,230.00 ;1;0;10/17/13;17;14;2;30;8;2;3;1;2;0;4;5;0;0;0;0;0;0;0;SP
400;3478;1971;PhD;Married;$60,585.00 ;1;1;6/24/13;17;267;42;309;55;42;21;10;7;4;9;5;0;0;0;0;0;1;0;CA
401;7848;1974;Graduation;Single;$49,166.00 ;0;1;6/13/13;17;224;2;25;7;0;110;2;5;3;3;6;0;0;0;0;0;0;0;IND
403;11101;1991;Graduation;Together;$89,891.00 ;0;0;4/15/13;17;412;22;132;59;28;183;1;11;6;8;4;0;0;1;0;0;0;0;AUS
406;3629;1978;Graduation;Single;$38,557.00 ;1;0;12/19/12;17;76;3;31;4;4;27;2;3;1;3;7;0;0;0;0;0;0;0;CA
409;618;1977;PhD;Married;$69,389.00 ;0;1;9/28/12;17;422;7;238;69;46;15;1;7;2;12;4;0;0;0;0;0;0;0;AUS
411;1092;1980;Graduation;Married;$61,014.00 ;0;1;8/11/12;17;269;129;495;182;43;29;4;9;3;4;7;0;0;0;0;0;0;0;IND
412;8962;1975;Master;Married;$44,319.00 ;1;1;4/17/14;18;26;0;8;0;0;3;2;2;0;3;5;0;0;0;0;0;0;0;SA
415;535;1987;Graduation;Divorced;$81,361.00 ;0;0;2/25/14;18;163;23;424;27;65;76;1;3;10;13;1;0;0;0;0;0;0;0;GER
416;4608;1987;Graduation;Divorced;$81,361.00 ;0;0;2/25/14;18;163;23;424;27;65;76;1;3;10;13;1;0;0;0;0;0;1;0;SA
417;11086;1984;Basic;Single;$25,707.00 ;1;0;1/18/14;18;1;6;2;3;6;3;1;1;0;3;7;0;0;0;0;0;0;0;SP
418;1064;1971;PhD;Married;$42,403.00 ;1;0;12/11/13;18;22;1;11;0;5;3;1;1;0;3;8;0;0;0;0;0;0;0;SP
419;7000;1972;2n Cycle;Single;$65,704.00 ;0;0;10/13/13;18;279;172;74;38;8;246;1;2;10;10;1;0;0;0;0;0;0;0;GER
420;1581;1980;Graduation;Married;$37,406.00 ;1;0;10/10/13;18;2;0;8;2;2;3;1;1;0;2;8;0;0;0;0;0;1;0;SP
422;10552;1979;2n Cycle;Married;$54,210.00 ;0;1;5/20/13;18;70;54;109;80;9;45;2;4;1;7;5;0;0;0;0;0;0;0;SP
424;9507;1975;Graduation;Married;$40,794.00 ;0;1;4/7/13;18;261;23;73;4;23;50;2;6;3;5;7;0;0;0;0;0;0;0;SP
427;4712;1991;2n Cycle;Together;$20,193.00 ;0;0;11/28/12;18;8;8;22;24;11;9;1;1;1;4;4;0;0;0;0;0;0;0;SP
428;11056;1974;Graduation;Married;$72,099.00 ;0;0;10/27/12;18;546;91;410;119;0;22;1;3;4;10;1;0;0;0;0;0;0;0;SP
429;7414;1971;Graduation;Married;$43,824.00 ;1;1;9/15/12;18;96;1;42;12;3;32;4;3;1;4;8;0;0;0;0;0;0;0;SP
430;3076;1975;Graduation;Together;$66,653.00 ;1;1;9/7/12;18;452;18;102;16;18;6;4;4;2;12;3;0;0;0;0;0;0;0;AUS
431;6355;1978;Graduation;Married;$44,359.00 ;1;1;6/17/14;19;20;0;14;7;3;1;3;2;0;4;3;0;0;0;0;0;0;0;SP
433;5512;1977;Master;Married;$55,842.00 ;0;1;5/23/14;19;451;0;39;0;4;24;1;7;1;8;5;0;0;0;0;0;0;0;SP
435;9369;1979;2n Cycle;Single;$88,194.00 ;0;1;3/19/14;19;688;14;309;201;24;38;1;11;10;10;5;1;0;0;1;0;1;0;GER
438;9596;1980;PhD;Single;$65,295.00 ;0;0;12/23/13;19;365;32;117;34;110;6;1;3;3;13;2;0;0;0;0;0;0;0;US
439;2727;1973;Graduation;Together;$57,100.00 ;0;0;12/4/13;19;181;21;69;39;3;96;1;3;3;6;3;0;0;0;0;0;0;0;SA
440;8416;1981;Graduation;Married;$29,009.00 ;1;0;11/29/13;19;6;6;15;10;5;2;2;2;0;3;6;0;0;0;0;0;0;0;US
441;3967;1971;PhD;Married;$78,931.00 ;0;0;10/25/13;19;331;197;170;58;152;35;1;2;8;13;1;0;0;0;0;0;0;0;CA
442;2139;1975;Master;Married;$7,500.00 ;1;0;10/2/13;19;3;1;10;3;2;12;3;2;0;3;5;0;0;0;0;0;0;0;AUS
443;2162;1976;Graduation;Married;$56,939.00 ;0;1;9/18/13;19;256;34;103;90;29;49;2;3;3;10;3;0;0;0;0;0;0;0;SP
444;9242;1990;Graduation;Single;$64,509.00 ;0;0;8/17/13;19;836;185;575;24;25;77;1;6;3;9;4;1;0;0;0;0;1;0;SA
445;10595;1990;Graduation;Married;$30,093.00 ;0;0;7/8/13;19;2;6;28;13;4;16;1;2;0;3;7;0;0;0;0;0;0;0;SP
446;4855;1974;PhD;Together;$30,351.00 ;1;0;6/6/13;19;14;0;24;3;3;2;1;3;0;2;9;0;0;0;0;0;1;0;US
447;5049;1974;PhD;Together;$30,351.00 ;1;0;6/6/13;19;14;0;24;3;3;2;1;3;0;2;9;0;0;0;0;0;0;0;SP
449;5255;1986;Graduation;Single;;1;0;2/20/13;19;5;1;3;3;263;362;0;27;0;0;1;0;0;0;0;0;0;0;AUS
450;9215;1980;PhD;Married;$43,974.00 ;1;0;12/12/12;19;378;0;101;0;0;72;5;6;4;6;7;0;0;0;0;0;0;0;CA
454;3645;1972;PhD;Single;$27,213.00 ;1;0;8/30/12;19;19;3;26;10;9;3;3;2;0;4;8;0;0;0;0;0;1;0;SP
455;4692;1976;Graduation;Married;$7,500.00 ;1;0;8/1/12;19;7;0;12;13;7;32;5;4;1;2;9;1;0;0;0;0;1;0;AUS
457;5313;1971;Master;Married;$38,196.00 ;1;1;4/18/14;20;30;0;11;0;0;3;3;2;0;4;5;0;0;0;0;0;0;0;SP
459;1381;1982;PhD;Single;$38,513.00 ;1;0;1/28/14;20;172;3;115;16;0;18;5;6;1;5;8;0;0;0;0;0;1;0;SP
464;2874;1988;2n Cycle;Divorced;$35,388.00 ;1;0;3/7/13;20;6;4;7;4;3;8;1;1;0;3;7;0;0;0;0;0;0;0;SA
468;5320;1973;Master;Divorced;$44,051.00 ;1;1;1/29/13;20;79;7;58;6;3;18;4;3;1;4;6;0;0;0;0;0;1;0;SA
470;3690;1986;Master;Married;$80,141.00 ;0;0;1/11/13;20;1184;102;673;52;40;40;1;7;4;10;6;0;0;1;0;0;1;0;SP
471;2408;1976;Graduation;Married;$58,597.00 ;1;1;11/20/12;20;490;0;184;10;28;21;12;7;4;9;7;0;0;0;0;0;0;0;IND
477;2587;1972;PhD;Married;$29,791.00 ;1;0;5/15/14;21;14;0;6;0;0;0;2;2;0;3;5;0;0;0;0;0;0;0;AUS
481;5493;1976;Graduation;Married;$39,356.00 ;1;1;3/19/14;21;15;0;2;0;0;6;1;1;0;2;6;1;0;0;0;0;0;0;SP
482;2666;1972;Master;Married;$76,234.00 ;0;1;2/6/14;21;519;50;167;130;0;41;1;8;3;11;3;0;1;0;0;0;0;0;CA
483;10099;1984;Graduation;Married;$55,434.00 ;1;0;10/5/13;21;238;115;215;169;69;76;3;5;3;13;4;0;0;0;0;0;0;0;SA
487;5204;1971;Graduation;Together;$74,538.00 ;0;0;6/29/13;21;380;98;733;110;112;28;1;8;8;5;3;0;0;1;0;0;1;0;SP
491;8643;1971;Graduation;Together;$69,930.00 ;0;0;5/26/13;21;252;98;827;219;70;196;1;4;5;12;3;0;0;0;0;0;0;0;IND
493;2877;1974;Master;Together;$46,014.00 ;1;1;1/21/13;21;410;0;59;19;9;44;10;7;1;8;7;0;0;0;0;0;0;0;SA
494;8369;1987;Graduation;Together;$18,227.00 ;1;0;11/8/12;21;1;2;7;4;3;11;1;0;1;2;8;0;0;0;0;0;0;0;SP
495;6233;1976;Graduation;Married;$65,991.00 ;0;1;9/7/12;21;507;19;364;25;47;9;3;9;5;10;7;0;0;0;0;0;0;0;SP
496;195;1972;Graduation;Single;$38,808.00 ;1;0;8/26/12;21;125;17;52;3;19;30;4;5;1;4;8;1;0;0;0;0;1;0;SP
497;1501;1982;PhD;Married;$160,803.00 ;0;0;8/4/12;21;55;16;1622;17;3;4;15;0;28;1;0;0;0;0;0;0;0;0;US
498;10846;1978;Master;Married;$43,783.00 ;1;0;5/29/14;22;327;9;125;25;4;139;6;7;1;8;7;1;0;0;0;0;0;0;CA
503;8737;1978;Graduation;Divorced;$55,563.00 ;0;1;4/5/14;22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;0;SP
505;10430;1973;Graduation;Divorced;$89,694.00 ;1;1;10/9/13;22;1126;28;211;37;28;42;3;4;3;4;5;0;1;1;1;0;0;0;AUS
506;8773;1971;Master;Together;$57,420.00 ;0;1;6/25/13;22;280;0;18;0;0;24;3;5;1;6;7;0;1;0;0;0;0;0;US
507;2371;1972;Graduation;Married;$33,622.00 ;1;1;4/13/13;22;39;1;22;3;4;12;3;2;0;4;7;0;0;0;0;0;0;0;GER
508;7786;1986;PhD;Single;$29,999.00 ;1;0;2/13/13;22;68;7;59;10;5;11;4;3;1;4;8;0;0;0;0;0;0;0;SP
511;10560;1980;PhD;Single;$36,802.00 ;1;0;6/16/14;23;16;1;2;0;0;1;1;1;0;3;5;0;0;0;0;0;0;0;SP
514;1818;1971;PhD;Together;$29,732.00 ;1;0;3/25/14;23;25;0;8;0;1;4;1;2;0;2;9;0;0;0;0;0;0;0;CA
515;9485;1986;PhD;Married;$45,921.00 ;0;0;3/10/14;23;102;9;49;24;3;12;1;2;1;6;4;0;0;0;0;0;0;0;SA
516;6646;1984;Graduation;Together;$16,529.00 ;1;0;3/1/14;23;3;0;5;13;0;1;1;1;0;3;6;0;0;0;0;0;0;0;CA
522;5758;1982;Graduation;Married;$65,169.00 ;0;0;1/14/14;23;1074;0;69;0;0;46;1;10;4;13;6;1;0;1;1;1;1;0;SP
527;9432;1977;Graduation;Together;$666,666.00 ;1;0;6/2/13;23;9;14;18;8;1;12;4;3;1;3;6;0;0;0;0;0;0;0;SA
529;11187;1978;Basic;Single;$26,487.00 ;1;0;5/20/13;23;2;8;10;12;14;23;3;2;1;3;5;0;0;0;0;0;0;0;CA
532;1802;1971;Graduation;Married;$64,795.00 ;0;1;1/17/13;23;412;5;119;38;29;77;3;3;3;12;2;0;0;0;0;0;0;0;SP
533;1162;1987;PhD;Single;$42,000.00 ;0;0;1/10/13;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;1;0;SP
534;10643;1987;PhD;Single;$42,000.00 ;0;0;1/10/13;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;1;0;AUS
538;2457;1975;Basic;Married;$30,801.00 ;0;1;10/26/12;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;0;SP
539;2495;1974;Master;Married;$83,891.00 ;0;1;6/20/14;24;217;38;350;111;85;15;1;4;7;10;1;0;0;0;0;0;0;0;SP
544;7224;1977;Graduation;Married;$31,353.00 ;1;1;12/29/13;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;0;0;IND
545;6215;1977;Graduation;Married;$31,353.00 ;1;1;12/29/13;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;1;0;SA
549;6504;1975;2n Cycle;Together;$19,789.00 ;1;0;11/20/13;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;0;0;SP
551;1175;1983;Master;Married;$36,262.00 ;0;0;9/20/13;24;88;39;54;64;28;153;1;3;5;3;6;1;0;0;0;0;1;0;SP
556;1378;1972;2n Cycle;Together;$50,334.00 ;0;1;7/24/13;24;284;16;160;84;16;134;6;7;4;6;6;0;0;0;0;0;0;0;SA
562;9909;1996;2n Cycle;Married;$7,500.00 ;0;0;11/9/12;24;3;18;14;15;22;50;3;3;1;3;9;0;0;0;0;0;1;0;AUS
564;793;1973;Graduation;Married;$20,895.00 ;1;0;10/6/12;24;18;3;17;3;0;4;1;2;0;3;9;0;0;0;0;0;0;0;AUS
565;8832;1976;Master;Together;$37,509.00 ;1;0;9/12/12;24;37;5;56;12;8;5;2;3;0;4;7;0;0;0;0;0;0;0;GER
566;2535;1978;Master;Married;$88,097.00 ;1;0;8/18/12;24;163;0;480;0;126;75;1;6;5;8;9;0;1;1;1;0;1;0;SP
567;1523;1973;Graduation;Married;$59,041.00 ;1;1;5/7/14;25;69;2;15;2;2;6;2;2;0;4;5;0;0;0;0;0;0;0;SA
568;1839;1974;Graduation;Single;$43,322.00 ;0;0;4/21/14;25;56;7;48;10;2;18;1;3;0;4;7;0;0;0;0;0;0;0;IND
577;8492;1978;Graduation;Together;$75,437.00 ;0;0;11/9/13;25;795;0;545;95;58;0;1;8;4;10;6;0;0;0;1;0;0;0;SP
578;5684;1971;Master;Divorced;$44,635.00 ;1;1;10/11/13;25;56;0;9;0;0;3;2;2;0;3;7;0;0;0;0;0;0;0;SP
582;8754;1974;PhD;Together;$45,068.00 ;0;1;5/16/13;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;0;SP
583;1456;1979;Graduation;Single;$60,474.00 ;0;1;4/1/13;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;0;0;IND
584;2849;1979;Graduation;Single;$60,474.00 ;0;1;4/1/13;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;0;0;CA
585;9984;1981;2n Cycle;Married;$56,337.00 ;1;1;3/27/13;25;349;16;144;28;5;182;5;8;5;4;8;1;0;0;1;0;1;0;SP
586;5527;1987;Graduation;Together;$22,434.00 ;1;0;2/13/13;25;4;12;11;3;13;15;2;2;0;3;8;0;0;0;0;0;0;0;SP
587;5628;1982;Graduation;Together;$61,416.00 ;0;0;2/8/13;25;848;154;323;201;61;78;1;10;3;10;6;1;0;0;0;0;0;0;US
588;7627;1975;Master;Married;$92,163.00 ;0;0;12/12/12;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;1;0;SP
590;10629;1973;2n Cycle;Married;;1;0;9/14/12;25;25;3;43;17;4;17;3;3;0;3;8;0;0;0;0;0;0;0;GER
591;10395;1986;Basic;Single;$8,940.00 ;1;0;8/22/12;25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;0;SP
592;6961;1974;Graduation;Married;$26,751.00 ;2;0;5/22/14;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;0;SP
593;10196;1978;Graduation;Married;$71,427.00 ;2;0;3/12/14;26;212;123;177;15;64;23;2;8;2;8;4;0;0;0;0;0;0;0;US
594;6182;1984;Graduation;Together;$26,646.00 ;1;0;2/10/14;26;11;4;20;10;3;5;2;2;0;4;6;0;0;0;0;0;0;0;US
595;10432;1974;Graduation;Divorced;$19,346.00 ;1;0;1/30/14;26;2;0;9;3;6;2;1;1;0;3;8;0;0;0;0;0;0;0;CA
596;1542;1975;Graduation;Single;$56,243.00 ;1;2;12/30/13;26;347;0;35;4;3;7;6;4;2;8;5;0;0;0;0;0;0;0;US
599;1940;1986;Graduation;Married;$25,252.00 ;1;0;7/12/13;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;0;0;AUS
600;1506;1975;Graduation;Single;$42,160.00 ;1;1;6/28/13;26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;1;0;SP
601;6347;1979;Basic;Single;$15,862.00 ;1;0;6/27/13;26;1;1;4;11;9;10;1;1;0;3;8;0;0;0;0;0;0;0;SP
602;1361;1974;Master;Married;$82,584.00 ;0;0;6/4/13;26;1076;68;103;29;91;68;1;3;4;8;1;0;1;1;0;0;1;0;SP
603;9422;1989;Graduation;Married;$38,360.00 ;1;0;5/31/13;26;36;2;42;20;21;10;2;2;1;4;3;0;0;0;0;0;0;0;AUS
608;6818;1974;Graduation;Married;$44,989.00 ;0;1;9/12/12;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;0;SP
609;7807;1974;Graduation;Married;$44,989.00 ;0;1;9/12/12;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;0;SP
610;7532;1980;Graduation;Married;$43,586.00 ;0;1;8/30/12;26;99;2;11;4;0;16;3;3;0;4;8;0;0;0;0;0;0;0;GER
611;8346;1974;Graduation;Single;$32,233.00 ;1;0;8/19/12;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;1;0;SP
614;3091;1981;2n Cycle;Together;$75,774.00 ;1;0;5/2/14;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;0;SA
615;762;1981;2n Cycle;Together;$75,774.00 ;1;0;5/2/14;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;0;SP
616;8029;1988;Master;Single;$90,247.00 ;0;0;4/29/14;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;1;0;US
618;10981;1988;Graduation;Married;$84,219.00 ;0;0;2/2/14;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;0;0;SA
619;486;1988;Graduation;Married;$84,219.00 ;0;0;2/2/14;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;0;0;CA
624;10140;1983;PhD;Together;$70,123.00 ;0;0;9/28/13;27;1308;0;396;23;0;0;1;5;7;4;3;0;1;0;0;1;0;0;IND
629;4207;1981;PhD;Married;$87,171.00 ;0;0;5/1/13;27;1001;44;107;58;44;44;1;6;7;11;2;1;0;1;0;0;0;0;SP
631;4436;1976;Graduation;Single;$20,180.00 ;0;0;2/20/13;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;0;SP
632;2929;1976;Graduation;Single;$20,180.00 ;0;0;2/20/13;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;0;SP
635;2574;1977;PhD;Married;$61,996.00 ;0;1;1/31/13;27;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;1;0;SP
638;8486;1971;Master;Together;$30,538.00 ;1;0;10/1/12;27;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;0;0;SP
639;10343;1991;2n Cycle;Single;$61,618.00 ;0;0;9/29/12;27;605;91;399;0;45;205;2;3;6;8;3;0;0;0;0;0;0;0;IND
641;8746;1989;Graduation;Married;$75,433.00 ;1;0;4/5/14;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;0;0;SP
644;4338;1983;Graduation;Single;$39,062.00 ;1;0;3/25/14;28;23;0;9;0;0;12;1;1;0;3;4;1;0;0;0;0;0;0;SP
645;4444;1972;Graduation;Married;$30,023.00 ;1;0;3/24/14;28;11;0;16;7;6;21;1;2;0;3;8;0;0;0;0;0;0;0;SP
647;8230;1980;Graduation;Married;$33,228.00 ;1;0;1/23/14;28;22;2;31;7;4;5;1;2;0;3;7;0;0;0;0;0;0;0;SP
652;10736;1971;Graduation;Single;$72,258.00 ;0;1;9/12/13;28;522;0;522;227;120;134;2;6;9;5;2;0;0;0;0;0;0;0;CA
653;10163;1984;PhD;Single;$82,733.00 ;0;0;9/10/13;28;712;50;420;65;38;38;1;8;4;7;4;0;0;0;0;0;1;0;SP
655;4656;1990;2n Cycle;Single;$51,250.00 ;1;0;3/30/13;28;342;32;230;34;32;40;5;10;5;4;9;1;0;0;0;0;0;0;SA
657;3870;1978;2n Cycle;Together;$63,855.00 ;0;0;2/9/13;28;359;35;314;93;116;89;1;7;3;13;4;0;0;0;0;0;0;0;GER
659;7798;1972;2n Cycle;Together;$46,344.00 ;0;1;12/14/12;28;233;20;57;8;20;91;4;7;1;5;7;0;0;0;0;0;0;0;CA
662;10971;1977;Graduation;Single;$37,774.00 ;2;0;9/3/12;28;173;8;107;7;2;176;4;7;2;3;9;1;0;0;0;0;1;1;SP
665;5961;1978;Graduation;Married;$42,693.00 ;1;0;6/7/14;29;8;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;0;0;SP
668;7828;1981;Master;Together;$77,882.00 ;0;0;4/30/14;29;68;129;396;188;22;15;1;3;3;5;1;0;0;0;0;0;0;0;SA
671;5735;1991;Master;Single;$90,638.00 ;0;0;2/13/14;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;0;0;SP
672;5350;1991;Master;Single;$90,638.00 ;0;0;2/13/14;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;1;0;SA
680;2036;1973;PhD;Together;$57,906.00 ;0;1;6/11/13;29;243;11;119;10;3;15;3;4;2;8;4;0;0;0;0;0;0;0;IND
681;9495;1982;Graduation;Together;$71,853.00 ;0;0;5/8/13;29;358;108;413;141;97;32;1;2;8;6;1;0;0;0;0;0;0;0;SP
682;2631;1982;Graduation;Together;$71,853.00 ;0;0;5/8/13;29;358;108;413;141;97;32;1;2;8;6;1;0;0;0;0;0;0;0;SP
687;10619;1994;Graduation;Single;$95,529.00 ;0;0;12/3/12;29;770;29;890;250;27;24;1;7;3;7;3;0;0;1;0;0;1;0;SA
689;1777;1980;Basic;Married;$25,965.00 ;0;0;9/7/12;29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;0;0;SP
692;10699;1985;Graduation;Married;$44,322.00 ;1;0;6/16/14;30;46;0;40;3;0;3;2;3;0;3;8;0;0;0;0;0;0;0;SA
693;7516;1983;Graduation;Married;$30,096.00 ;1;0;5/22/14;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;0;GER
694;3129;1983;Graduation;Married;$30,096.00 ;1;0;5/22/14;30;5;3;11;12;5;9;1;2;0;3;6;0;0;0;0;0;0;0;SP
695;5121;1977;Graduation;Single;$56,628.00 ;0;1;3/21/14;30;479;5;82;7;17;171;2;7;6;5;5;1;0;0;0;0;0;0;CA
696;2186;1977;2n Cycle;Together;$82,326.00 ;0;0;3/10/14;30;938;142;754;159;81;183;1;5;10;6;2;0;1;1;1;0;1;0;SP
697;10548;1995;Graduation;Single;$71,163.00 ;0;0;3/9/14;30;283;17;372;138;106;44;1;3;8;12;1;0;0;0;0;0;0;0;GER
698;6384;1978;Graduation;Divorced;$71,022.00 ;0;1;2/11/14;30;909;12;278;0;12;242;3;5;2;11;8;1;0;0;0;0;0;0;US
700;1676;1975;Graduation;Married;$43,057.00 ;0;1;10/30/13;30;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;0;SP
701;5534;1975;Master;Married;$47,808.00 ;0;1;10/20/13;30;123;1;26;2;0;72;2;3;2;3;7;1;0;0;0;0;0;0;SP
702;6859;1987;Graduation;Single;$29,236.00 ;1;0;10/8/13;30;37;4;24;16;9;9;2;4;0;3;9;0;0;0;0;0;0;0;SP
706;938;1981;Graduation;Married;$40,211.00 ;1;1;7/30/13;30;51;1;7;2;1;25;2;2;1;2;8;1;0;0;0;0;0;0;SP
707;7873;1973;PhD;Together;$63,516.00 ;1;1;7/6/13;30;141;11;114;15;14;5;4;4;1;7;5;0;0;0;0;0;0;0;CA
708;9967;1974;Graduation;Divorced;$53,034.00 ;1;1;5/30/13;30;160;15;196;15;11;50;8;6;1;7;8;0;0;0;0;0;0;0;US
709;1087;1975;Master;Together;$22,669.00 ;1;0;5/22/13;30;16;14;36;37;22;48;3;4;1;2;9;0;0;0;0;0;1;0;SP
710;8314;1982;Graduation;Married;$79,908.00 ;0;0;4/5/13;30;557;129;761;29;185;111;1;5;6;7;2;0;0;1;0;0;0;0;SP
711;3762;1986;PhD;Single;$69,867.00 ;0;0;4/2/13;30;196;0;512;33;130;54;1;3;5;8;1;0;0;0;1;0;1;0;SA
716;10602;1983;Graduation;Married;$39,922.00 ;1;0;2/14/13;30;29;12;59;19;1;36;2;3;0;4;8;0;0;0;0;0;0;0;IND
717;3220;1983;Graduation;Married;$39,922.00 ;1;0;2/14/13;30;29;12;59;19;1;36;2;3;0;4;8;0;0;0;0;0;0;0;GER
718;5424;1983;Graduation;Married;$39,922.00 ;1;0;2/14/13;30;29;12;59;19;1;36;2;3;0;4;8;0;0;0;0;0;0;0;SA
720;5289;1975;2n Cycle;Single;$41,658.00 ;1;1;11/9/12;30;8;4;12;15;4;29;2;1;1;2;4;0;0;0;0;0;0;0;AUS
721;347;1976;Graduation;Divorced;$40,780.00 ;0;1;9/8/12;30;229;27;71;13;3;34;4;7;1;5;9;0;0;0;0;0;0;0;CA
722;5236;1979;Graduation;Together;$77,568.00 ;0;1;8/25/12;30;1230;0;396;232;178;158;1;10;2;8;5;0;1;1;1;0;0;0;SP
723;9478;1985;Graduation;Single;$66,503.00 ;1;0;8/14/12;30;91;64;128;65;3;50;2;4;3;6;3;0;0;0;0;0;0;0;SP
