;ID;Year_Birth;Education;Marital_Status; Income ;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Response;Complain;Country
320;7002;1955;Graduation;Single;$62,535.00 ;0;1;10/3/13;13;16300;4800;9000;0;4500;5200;1;1;3;8;1;0;0;0;0;0;0;0;SP
322;6116;1968;2n Cycle;Married;$48,985.00 ;0;1;7/5/13;13;1900;1300;1800;1000;700;800;1;0;2;3;1;0;0;0;0;0;0;0;SP
323;291;1970;Graduation;Married;$72,940.00 ;0;0;6/19/13;13;18200;7400;29800;16200;14900;11600;1;1;5;6;0;0;0;0;0;0;0;0;SA
326;1650;1960;Master;Married;$81,843.00 ;0;0;4/22/13;13;77900;8600;53700;3400;6900;13800;1;1;14;12;1;0;0;0;0;0;0;0;SP
328;6431;1964;PhD;Married;$45,759.00 ;1;1;2/23/13;13;4200;100;1800;300;0;400;2;0;0;3;2;0;0;0;0;0;0;0;IND
329;10789;1964;PhD;Married;$45,759.00 ;1;1;2/23/13;13;4200;100;1800;300;0;400;2;0;0;3;2;0;0;0;0;0;0;0;SP
333;9213;1970;Graduation;Widow;$31,880.00 ;1;0;10/31/12;13;400;100;500;200;0;300;1;0;0;2;3;0;0;0;0;0;0;0;SP
338;4390;1954;Graduation;Together;$75,315.00 ;0;1;4/15/14;14;45900;1500;17100;14200;2300;3100;2;2;6;12;1;0;0;0;0;0;0;0;SA
339;9362;1965;Graduation;Single;$69,263.00 ;0;1;3/5/14;14;49200;500;3200;1300;500;2100;1;2;2;7;2;0;1;0;0;0;0;0;CA
340;1577;1946;Graduation;Married;$78,569.00 ;0;0;2/19/14;14;55800;7900;62200;20700;17500;9500;1;1;9;4;0;0;0;1;0;0;1;0;SP
341;4609;1966;PhD;Married;$57,705.00 ;0;1;1/11/14;14;38300;0;5300;600;400;4000;3;2;2;6;2;0;0;0;0;0;0;0;SP
342;7143;1955;2n Cycle;Together;$74,805.00 ;0;1;11/6/13;14;20900;16200;20900;4100;16200;3700;5;1;11;10;1;0;0;0;0;0;0;0;SP
343;1729;1961;PhD;Together;$66,426.00 ;0;1;10/2/13;14;104300;2400;9700;3200;2400;15700;2;1;8;10;2;0;0;0;0;0;0;0;SP
344;10664;1949;Master;Widow;$51,529.00 ;0;1;9/7/13;14;40000;400;3500;600;0;2200;2;2;2;5;2;0;0;0;0;0;0;0;SP
345;5029;1946;Graduation;Married;$18,100.00 ;0;0;8/6/13;14;300;100;200;400;300;100;1;0;0;3;1;0;0;0;0;0;0;0;SP
351;6878;1954;Graduation;Widow;$27,421.00 ;0;0;12/12/12;14;4300;1200;9600;7800;4000;5500;3;1;2;6;2;0;0;0;0;0;0;0;SP
354;1970;1968;Master;Together;$34,053.00 ;0;1;9/10/12;14;6300;0;2100;700;0;1200;1;1;0;3;3;0;0;0;0;0;0;0;SP
358;10609;1962;PhD;Married;$42,769.00 ;0;1;10/12/13;15;7100;0;1300;300;100;0;2;0;2;4;1;0;0;0;0;0;0;0;CA
360;7533;1964;Graduation;Married;$49,096.00 ;1;1;9/24/13;15;14400;100;3200;200;100;700;4;1;2;4;2;0;0;0;0;0;0;0;CA
370;3766;1959;Master;Widow;$33,051.00 ;0;0;8/16/12;15;10000;7100;24300;10800;9400;21900;3;3;2;8;3;0;0;0;0;0;1;0;SP
371;9725;1966;PhD;Together;$28,764.00 ;1;1;6/5/14;16;800;0;300;0;0;100;1;0;0;2;3;1;0;0;0;0;0;0;SP
375;2613;1960;Master;Married;$54,197.00 ;0;1;4/3/14;16;16200;600;3700;600;1300;1300;2;0;5;6;0;0;0;0;0;0;0;0;SP
376;10133;1970;Graduation;Single;$93,790.00 ;0;0;2/12/14;16;130200;6800;73100;8900;11400;4500;0;2;11;12;1;0;1;1;1;0;1;0;CA
380;3388;1967;Graduation;Divorced;$70,844.00 ;1;1;10/30/13;16;12900;2600;6700;300;6700;200;5;2;2;5;2;0;0;0;0;0;0;0;GER
382;7446;1967;Master;Together;$62,513.00 ;0;1;9/9/13;16;52000;4200;9800;0;4200;1400;2;2;6;10;2;0;0;0;0;0;0;0;US
385;6072;1970;Master;Single;$75,345.00 ;0;0;2/2/13;16;91800;5700;84200;9900;3800;13300;1;1;12;6;1;0;0;0;1;0;1;0;SP
388;9463;1959;Graduation;Together;$71,706.00 ;0;1;11/13/12;16;93100;5600;25300;9100;9800;1400;4;3;8;7;2;0;0;0;0;0;0;0;CA
389;1459;1966;PhD;Married;$69,063.00 ;0;1;11/7/12;16;66600;3500;12400;6900;800;2600;1;2;5;5;1;0;0;0;0;0;0;0;SP
392;10785;1969;Graduation;Married;$44,078.00 ;1;1;6/19/14;17;2400;100;1000;200;0;400;2;0;0;3;1;0;0;0;0;0;0;0;SA
397;1880;1959;PhD;Together;$53,537.00 ;1;1;1/30/14;17;8100;0;600;0;0;600;2;0;2;3;1;0;0;0;0;0;0;0;IND
399;5718;1950;Graduation;Married;$80,763.00 ;0;0;8/15/13;17;67400;16800;10800;19200;4200;23100;1;1;17;6;1;0;0;1;1;0;1;0;SA
402;7999;1955;PhD;Together;$75,261.00 ;0;0;4/23/13;17;123900;1700;41300;2300;3400;1700;1;2;9;5;0;0;1;1;0;0;1;0;SP
404;9212;1962;Master;Married;$72,828.00 ;0;1;2/14/13;17;120500;0;23500;1900;1400;20500;6;2;5;13;2;0;0;0;0;0;0;0;SP
405;10983;1952;Graduation;Together;$75,278.00 ;0;0;1/29/13;17;30400;9800;23000;15000;7400;7400;1;2;5;13;1;0;0;0;0;0;0;0;SA
407;4673;1963;PhD;Married;$81,300.00 ;0;1;10/30/12;17;100400;1200;14500;3200;1200;3600;3;3;5;5;2;0;0;0;1;0;1;0;SP
408;796;1965;2n Cycle;Divorced;$60,161.00 ;0;1;10/23/12;17;58400;4400;21200;4600;800;17700;3;4;6;8;2;0;0;0;0;0;0;0;CA
410;380;1954;Graduation;Divorced;$64,497.00 ;0;1;9/10/12;17;117000;4800;32000;4200;3200;19200;5;4;6;9;3;1;0;0;0;0;1;0;SA
413;8207;1957;2n Cycle;Married;$53,233.00 ;0;1;3/18/14;18;2800;0;900;300;0;0;1;0;0;3;1;0;0;0;0;0;0;0;CA
414;6521;1954;Graduation;Together;$77,972.00 ;0;0;3/18/14;18;61300;2200;31900;3300;10200;1200;1;1;9;9;0;0;0;0;0;0;0;0;SA
421;7384;1951;Master;Together;$39,767.00 ;0;0;7/21/13;18;11300;6100;20400;3400;2600;4700;2;2;2;7;3;0;0;0;0;0;0;0;SP
423;6409;1967;Graduation;Divorced;$57,136.00 ;0;0;5/18/13;18;26700;14000;59900;3400;1200;12700;1;2;8;7;2;0;0;0;0;0;1;0;SA
425;9560;1965;Graduation;Together;$83,003.00 ;0;0;3/3/13;18;85600;6100;57000;4000;2500;12200;1;2;9;8;1;0;0;1;0;0;1;0;SP
426;10991;1960;Master;Married;$89,058.00 ;0;0;12/7/12;18;45400;19400;10600;3100;2200;4300;1;1;6;4;0;0;0;0;0;0;0;0;CA
432;7959;1961;Graduation;Married;$79,410.00 ;0;0;5/29/14;19;65800;8000;48300;12300;1300;1300;1;1;3;5;0;0;0;0;0;0;0;0;SP
434;10102;1966;Graduation;Widow;$79,946.00 ;0;0;5/12/14;19;39500;18300;56500;16600;14100;2800;1;1;17;5;1;0;0;0;0;0;0;0;SA
436;3711;1944;Master;Married;$80,184.00 ;0;0;3/1/14;19;103500;13400;67000;2500;3800;0;1;2;5;10;1;0;0;1;1;0;0;0;SP
437;6931;1967;Graduation;Divorced;$76,982.00 ;0;0;2/15/14;19;46400;15100;29200;6500;6000;3000;1;3;5;4;1;0;0;1;0;0;1;0;SP
448;4967;1960;PhD;Together;$38,201.00 ;0;1;3/29/13;19;23300;0;2300;0;0;1200;4;1;2;5;3;0;0;0;0;0;0;0;SA
451;3525;1970;Graduation;Together;$38,200.00 ;1;1;12/7/12;19;1200;0;400;0;0;100;1;0;0;2;2;0;0;0;0;0;0;0;SP
452;3619;1960;2n Cycle;Divorced;$87,305.00 ;0;0;9/23/12;19;34500;2500;50100;6300;13800;8000;1;1;5;8;1;0;0;1;0;0;1;0;AUS
453;4415;1961;Graduation;Married;$16,860.00 ;1;1;9/12/12;19;1000;400;400;300;300;1400;3;0;2;3;2;0;0;0;0;0;0;0;SP
456;3955;1965;Graduation;Divorced;$4,861.00 ;0;0;6/22/14;20;200;100;100;100;0;100;0;0;0;0;4;0;0;0;0;0;0;0;SA
458;7196;1950;PhD;Married;$41,145.00 ;1;1;2/8/14;20;900;0;300;0;0;100;1;0;0;3;1;0;0;0;0;0;0;0;CA
460;10951;1968;Graduation;Married;$45,688.00 ;0;1;1/25/14;20;27900;0;1800;0;0;900;2;1;2;8;1;0;1;0;0;0;0;0;SP
461;4322;1958;PhD;Together;$77,863.00 ;0;0;11/27/13;20;88100;3800;31900;1600;2500;1200;1;1;8;10;0;0;0;0;0;0;0;0;SP
462;7444;1969;Master;Married;$42,169.00 ;1;1;10/19/13;20;1900;0;900;0;0;200;2;0;0;3;3;0;0;0;0;0;0;0;SP
463;2942;1964;Graduation;Single;$45,906.00 ;0;1;5/7/13;20;30500;300;2700;400;300;14400;2;1;6;4;2;1;0;0;0;0;0;0;SP
465;3667;1969;Graduation;Married;$80,952.00 ;0;0;2/28/13;20;77800;17800;68900;4100;2700;4400;1;2;8;11;2;0;1;1;1;0;1;0;GER
466;3697;1954;Graduation;Together;$39,898.00 ;0;1;2/12/13;20;6900;800;2600;1200;700;1200;2;1;0;4;2;0;0;0;0;0;0;0;CA
467;9955;1954;Graduation;Together;$39,898.00 ;0;1;2/12/13;20;6900;800;2600;1200;700;1200;2;1;0;4;2;0;0;0;0;0;0;0;SP
469;6422;1954;Graduation;Married;$86,718.00 ;0;0;1/17/13;20;34400;18900;48200;5000;3300;17200;1;2;9;5;1;0;0;0;0;0;0;0;IND
472;9260;1945;PhD;Married;$70,356.00 ;0;0;11/5/12;20;134900;1600;24900;4300;1600;3300;2;3;9;9;2;0;0;0;0;0;0;0;CA
473;9648;1967;Graduation;Single;$46,904.00 ;1;1;11/3/12;20;15300;400;5600;0;900;3100;4;1;2;4;2;0;0;0;0;0;0;0;SP
474;4939;1946;Graduation;Together;$37,760.00 ;0;0;8/31/12;20;8400;500;3800;15000;1200;2800;2;1;2;6;2;0;0;0;0;0;0;0;US
475;8652;1946;Graduation;Together;$37,760.00 ;0;0;8/31/12;20;8400;500;3800;15000;1200;2800;2;1;2;6;2;0;0;0;0;0;0;0;SA
476;4702;1964;Graduation;Single;$61,839.00 ;0;0;8/12/12;20;100000;15500;37900;22400;1700;12000;1;1;12;4;3;0;0;0;0;0;0;0;SP
478;2811;1963;PhD;Single;$48,918.00 ;1;1;4/12/14;21;5200;0;900;0;0;100;2;0;0;4;1;0;0;0;0;0;0;0;SP
479;9150;1963;PhD;Single;$48,918.00 ;1;1;4/12/14;21;5200;0;900;0;0;100;2;0;0;4;1;0;0;0;0;0;0;0;SP
480;10127;1965;Graduation;Married;$58,692.00 ;0;1;4/6/14;21;30100;1100;6100;400;700;1100;1;3;3;4;2;0;0;0;0;0;0;0;CA
484;10562;1946;Master;Married;$66,835.00 ;0;0;9/28/13;21;62000;2600;19500;3400;1700;14100;1;2;6;13;1;0;0;0;0;0;0;0;IND
485;7881;1946;Master;Married;$66,835.00 ;0;0;9/28/13;21;62000;2600;19500;3400;1700;14100;1;2;6;13;1;0;0;0;0;0;0;0;SP
486;6721;1951;Graduation;Married;$71,965.00 ;0;1;7/29/13;21;57200;1900;28600;5000;3800;24800;3;2;5;5;1;0;0;0;0;0;0;0;CA
488;5209;1954;Graduation;Divorced;$50,002.00 ;0;1;6/17/13;21;44300;500;7100;2100;1600;8200;2;3;3;7;2;0;0;0;0;0;0;0;SA
489;10128;1958;Graduation;Together;$53,977.00 ;0;1;6/8/13;21;62000;1600;16500;0;2400;8200;5;2;8;12;1;0;0;0;0;0;0;0;CA
490;9284;1958;Graduation;Together;$53,977.00 ;0;1;6/8/13;21;62000;1600;16500;0;2400;8200;5;2;8;12;2;0;0;0;0;0;0;0;SP
492;1685;1967;PhD;Together;$62,981.00 ;0;0;3/17/13;21;79600;1400;59000;3800;4400;0;1;1;8;13;1;0;1;0;0;0;0;0;CA
499;8341;1969;PhD;Married;$30,396.00 ;1;0;4/30/14;22;1500;0;600;0;100;1200;2;0;2;2;2;1;0;0;0;0;1;0;SP
500;10766;1964;PhD;Married;$65,526.00 ;0;1;4/11/14;22;39700;1900;6900;1200;0;900;1;1;6;8;1;0;0;0;0;0;0;0;SP
501;9971;1964;PhD;Married;$65,526.00 ;0;1;4/11/14;22;39700;1900;6900;1200;0;900;1;1;6;8;1;0;0;0;0;0;0;0;SA
502;1740;1944;Graduation;Married;$55,956.00 ;0;0;4/7/14;22;76000;3800;10400;5000;900;3800;2;2;5;4;1;0;1;0;0;0;0;0;SP
504;6466;1965;PhD;Married;$57,236.00 ;1;1;3/12/14;22;10500;0;900;200;100;400;3;0;2;4;1;0;0;0;0;0;0;0;SP
509;4088;1962;PhD;Together;$31,497.00 ;0;1;12/6/12;22;10800;100;2800;1300;100;400;2;1;2;4;2;0;0;0;0;0;0;0;SP
510;4971;1962;PhD;Together;$31,497.00 ;0;1;12/6/12;22;10800;100;2800;1300;100;400;2;1;2;4;3;0;0;0;0;0;0;0;SA
512;6892;1968;Graduation;Divorced;$61,671.00 ;0;1;6/3/14;23;64100;700;5600;0;0;2800;8;2;6;6;3;0;1;0;1;0;0;0;SP
513;11004;1893;2n Cycle;Single;$60,182.00 ;0;1;5/17/14;23;800;0;500;700;0;200;1;0;0;2;1;0;0;0;0;0;0;0;SA
517;4248;1960;Master;Single;$98,777.00 ;0;0;2/17/14;23;100000;1900;71100;12500;11500;3800;0;1;9;9;0;0;1;0;0;0;0;0;SP
518;7451;1960;Master;Single;$98,777.00 ;0;0;2/17/14;23;100000;1900;71100;12500;11500;3800;0;1;9;9;0;0;1;0;0;0;0;0;SP
519;7861;1952;Master;Married;$77,027.00 ;0;1;2/5/14;23;82000;5700;24200;4500;0;1100;2;3;5;6;1;0;0;0;0;0;0;0;SP
520;5232;1965;Graduation;Married;$69,139.00 ;0;1;1/27/14;23;8600;1200;7500;3300;1500;600;1;1;2;5;1;0;0;0;0;0;0;0;SP
521;3011;1965;Graduation;Married;$69,139.00 ;0;1;1/27/14;23;8600;1200;7500;3300;1500;600;1;1;2;5;1;0;0;0;0;0;0;0;SA
523;2173;1952;Graduation;Widow;$40,049.00 ;0;1;10/16/13;23;1300;600;700;0;300;300;1;0;0;3;2;0;0;0;0;0;0;0;SP
524;10711;1945;Graduation;Married;$69,755.00 ;0;0;10/2/13;23;21700;7700;37300;11100;2300;9300;1;1;9;12;0;0;0;0;0;0;0;0;SA
525;8268;1961;PhD;Married;;0;1;7/11/13;23;35200;0;2700;1000;0;1500;3;2;2;7;2;0;0;0;0;0;0;0;CA
526;2782;1961;PhD;Married;$54,456.00 ;0;1;7/11/13;23;35200;0;2700;1000;0;1500;3;2;2;7;2;0;0;0;0;0;0;0;SP
528;5872;1951;Graduation;Single;$60,689.00 ;0;1;6/1/13;23;24000;9000;21600;6300;600;2400;4;1;6;10;1;0;0;0;0;0;0;0;US
530;2428;1970;Graduation;Married;$28,164.00 ;1;0;5/4/13;23;300;1800;2600;1100;800;1200;3;1;0;4;2;0;0;0;0;0;0;0;GER
531;1726;1970;Graduation;Single;$22,585.00 ;0;0;3/18/13;23;300;900;1500;1300;200;3900;1;0;2;2;3;1;0;0;0;0;1;0;SP
535;11112;1966;Graduation;Together;$70,713.00 ;0;1;12/3/12;23;73600;11400;27900;8200;7600;19000;6;1;9;8;1;0;0;0;0;0;0;0;SP
536;2114;1946;PhD;Single;$82,800.00 ;0;0;11/24/12;23;100600;2200;11500;5900;6800;4500;1;2;9;12;1;0;0;1;1;0;1;0;US
537;4261;1946;PhD;Single;$82,800.00 ;0;0;11/24/12;23;100600;2200;11500;5900;6800;4500;1;2;9;12;1;0;0;1;1;0;1;0;SA
540;6983;1950;Master;Divorced;$38,054.00 ;1;1;5/1/14;24;2300;200;1700;200;100;0;2;1;0;3;2;0;0;0;0;0;0;0;IND
541;3436;1969;Graduation;Married;$14,045.00 ;1;0;1/26/14;24;1100;0;500;200;100;100;1;0;0;3;2;0;0;0;0;0;0;0;SP
542;7505;1957;PhD;Married;$44,155.00 ;1;1;1/19/14;24;2200;100;900;0;0;1400;1;0;2;2;1;0;0;0;0;0;0;0;SP
543;4286;1970;PhD;Single;$57,642.00 ;0;1;1/9/14;24;58000;600;5800;800;0;2700;3;2;9;6;1;1;0;0;0;0;0;0;IND
546;968;1968;Master;Divorced;$41,335.00 ;1;0;12/26/13;24;11200;1900;2100;1600;1400;500;3;1;2;4;2;0;0;0;0;0;0;0;AUS
547;4096;1968;Master;Divorced;$41,335.00 ;1;0;12/26/13;24;11200;1900;2100;1600;1400;500;3;1;2;4;2;0;0;0;0;0;0;0;US
548;3153;1957;PhD;Single;$40,737.00 ;2;1;12/8/13;24;1100;0;400;0;0;200;1;0;0;2;2;0;0;0;0;0;0;0;SA
550;5329;1949;PhD;Divorced;$35,946.00 ;1;1;9/27/13;24;800;0;300;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;AUS
552;1377;1954;Master;Widow;$44,551.00 ;0;1;8/31/13;24;18200;400;3300;0;0;6600;2;1;2;5;2;0;0;0;0;0;0;0;SA
553;4607;1959;Graduation;Together;$71,367.00 ;0;0;8/23/13;24;22700;2300;38900;4200;2100;7500;1;1;8;7;1;0;0;0;0;0;0;0;SP
554;4944;1959;Graduation;Together;$71,367.00 ;0;0;8/23/13;24;22700;2300;38900;4200;2100;7500;1;1;8;7;0;0;0;0;0;0;0;0;SP
555;9483;1959;Graduation;Together;$57,957.00 ;0;1;8/19/13;24;29000;5900;17700;7700;500;2900;7;1;9;8;1;0;0;0;0;0;0;1;CA
557;5991;1949;Master;Married;$48,150.00 ;0;1;6/8/13;24;17300;200;3900;300;200;4700;3;1;2;4;2;0;0;0;0;0;0;0;GER
558;2807;1969;Graduation;Married;$56,796.00 ;0;1;2/16/13;24;65600;3800;16100;6200;4700;3700;3;3;14;7;2;0;0;0;0;0;0;0;SP
559;1052;1969;Graduation;Married;$56,796.00 ;0;1;2/16/13;24;65600;3800;16100;6200;4700;3700;3;3;14;7;2;0;0;0;0;0;0;0;AUS
560;9760;1963;PhD;Widow;$52,278.00 ;0;1;1/25/13;24;95300;0;7100;0;0;17400;6;3;8;10;3;0;0;0;0;0;1;0;SA
561;7101;1963;PhD;Widow;$52,278.00 ;0;1;1/25/13;24;95300;0;7100;0;0;17400;6;3;8;10;2;0;0;0;0;0;0;0;SP
563;5907;1952;Master;Married;$33,444.00 ;1;1;11/3/12;24;800;0;800;0;0;200;1;0;0;2;2;0;0;0;0;0;0;0;SP
569;9972;1955;PhD;Together;$46,015.00 ;1;1;4/13/14;25;3800;0;200;0;0;600;1;0;0;3;2;1;0;0;0;1;0;0;SA
570;2945;1955;PhD;Together;$46,015.00 ;1;1;4/13/14;25;3800;0;200;0;0;600;1;0;0;3;2;1;0;0;0;1;0;0;CA
571;9291;1959;Master;Married;$34,242.00 ;0;1;3/23/14;25;800;200;400;0;0;100;1;0;0;3;2;0;0;0;0;0;0;0;SP
572;2829;1955;Graduation;Married;$65,210.00 ;0;1;3/10/14;25;62600;0;7000;0;700;2800;2;2;5;8;2;0;1;0;1;0;0;0;CA
573;8594;1958;PhD;Widow;$50,520.00 ;0;1;1/28/14;25;11200;0;600;200;100;1400;2;1;2;3;2;0;0;0;0;0;0;0;SP
574;1592;1970;Graduation;Married;$90,765.00 ;0;0;1/24/14;25;54700;9900;81200;15100;8200;3300;0;1;9;5;0;0;0;1;1;0;0;0;CA
575;4310;1944;Graduation;Married;$80,589.00 ;0;0;1/22/14;25;50700;9300;52000;24200;4000;2600;1;1;15;5;0;0;0;0;1;0;1;0;AUS
576;6950;1958;Master;Married;$49,572.00 ;1;1;12/15/13;25;3500;100;1600;0;100;100;2;0;0;3;2;0;0;0;0;0;0;0;CA
579;5909;1964;Graduation;Married;$58,512.00 ;0;1;9/19/13;25;89500;1000;10100;1300;0;15200;5;1;6;8;2;0;0;0;0;0;0;0;GER
580;9855;1952;PhD;Single;$62,000.00 ;0;1;8/25/13;25;89900;0;10100;0;0;2000;1;2;9;13;1;0;0;0;1;0;0;0;SP
581;975;1956;Graduation;Single;$54,252.00 ;1;1;5/28/13;25;17800;400;2600;800;400;4400;5;1;2;5;2;0;0;0;0;0;0;0;AUS
589;1351;1956;Master;Together;$58,656.00 ;0;1;9/20/12;25;96200;1200;19400;1600;2400;1200;4;2;12;13;2;0;0;1;0;0;0;0;SP
597;4220;1970;PhD;Married;$59,892.00 ;0;1;11/2/13;26;7300;0;1300;0;100;0;1;1;2;3;1;0;0;0;0;0;0;0;CA
598;4141;1965;Graduation;Together;$71,613.00 ;0;0;8/21/13;26;42600;4900;12700;11100;2100;4200;1;2;3;10;1;0;0;0;0;0;0;0;US
604;1081;1957;PhD;Married;$75,283.00 ;1;2;3/27/13;26;73300;900;18000;1200;1900;6600;11;2;5;5;1;0;0;0;0;0;0;0;SA
605;7458;1956;Master;Together;$34,941.00 ;1;1;3/6/13;26;3900;200;2500;400;300;2400;2;1;0;3;2;0;0;0;0;0;0;0;AUS
606;1012;1952;Graduation;Single;$61,823.00 ;0;1;2/18/13;26;52300;700;13400;3700;1400;16900;4;2;3;10;2;0;0;0;0;0;0;0;AUS
607;5453;1956;Master;Married;$90,226.00 ;0;0;9/26/12;26;108300;10800;64900;25300;15100;10800;1;1;11;12;0;0;0;0;1;0;0;0;SA
612;5564;1969;Graduation;Together;$62,882.00 ;0;1;8/9/12;26;50900;13300;49700;7800;2400;9700;2;2;8;6;1;0;0;0;0;0;0;0;AUS
613;3267;1963;Master;Together;$57,288.00 ;0;1;6/25/14;27;52700;0;2100;0;0;6000;3;2;2;8;2;0;1;0;0;0;0;0;CA
617;4376;1960;2n Cycle;Single;$32,218.00 ;0;0;2/15/14;27;1000;2400;1500;1300;100;3000;1;1;2;3;2;1;0;0;0;0;1;0;SP
620;1158;1966;Graduation;Divorced;$48,877.00 ;0;1;1/5/14;27;10200;100;1500;200;0;2400;1;1;0;4;2;0;0;0;0;0;0;0;SP
621;9119;1950;Graduation;Together;$60,905.00 ;0;1;12/5/13;27;20800;1700;7600;3600;1700;3800;2;1;5;7;1;0;0;0;0;0;0;0;US
622;6694;1964;Graduation;Married;$75,236.00 ;0;1;11/25/13;27;43800;6600;40000;1200;3800;11400;1;3;5;13;1;0;0;0;0;0;0;0;SP
623;10573;1953;Graduation;Divorced;$62,551.00 ;0;0;11/18/13;27;12500;1600;9800;13400;2100;2700;1;2;11;4;1;1;0;0;0;0;0;0;IND
625;2286;1962;Graduation;Single;$50,785.00 ;1;1;9/10/13;27;6400;100;2100;0;100;2700;2;0;2;3;2;0;0;0;0;0;0;0;CA
626;8420;1970;2n Cycle;Married;$15,315.00 ;0;0;8/3/13;27;700;400;1300;1500;800;1700;2;1;0;4;1;0;0;0;0;0;0;0;SP
627;10065;1970;2n Cycle;Married;$15,315.00 ;0;0;8/3/13;27;700;400;1300;1500;800;1700;2;1;0;4;1;0;0;0;0;0;0;0;SP
628;1029;1970;PhD;Together;$64,413.00 ;0;1;8/1/13;27;20000;500;4400;0;1000;2000;1;1;2;5;1;0;0;0;0;0;0;0;SP
630;10277;1961;Graduation;Single;$30,081.00 ;0;1;2/21/13;27;3600;0;200;0;0;400;1;0;0;3;2;0;0;0;0;0;0;0;SP
633;6281;1966;Graduation;Divorced;$55,686.00 ;0;1;2/14/13;27;67300;0;19900;3700;4700;2600;2;2;5;5;1;1;0;0;0;0;0;0;SP
634;10390;1959;2n Cycle;Married;$26,887.00 ;0;1;2/10/13;27;600;700;400;300;400;600;1;0;0;3;2;0;0;0;0;0;0;0;SP
636;709;1952;Graduation;Divorced;$51,537.00 ;0;1;12/9/12;27;78700;2000;20400;0;0;9200;3;0;3;11;3;0;0;0;0;0;0;0;SA
637;5955;1962;Graduation;Together;$72,025.00 ;0;0;11/17/12;27;83300;3300;54900;15100;13300;23300;1;1;5;8;1;0;0;0;0;0;0;0;SP
640;6652;1965;Graduation;Married;$77,343.00 ;0;0;6/9/14;28;22700;15100;57300;9800;5400;3100;1;1;6;9;0;0;0;0;0;0;0;0;CA
642;4686;1962;PhD;Widow;$82,571.00 ;0;0;4/2/14;28;86100;3100;55800;6200;9500;7900;0;2;8;13;0;0;0;1;0;0;0;0;SP
643;3551;1954;Master;Together;$60,033.00 ;0;1;3/29/14;28;6200;100;5700;1900;1100;4800;2;0;2;5;1;0;0;0;0;0;0;0;SP
646;498;1970;Graduation;Single;$30,015.00 ;1;0;2/2/14;28;2500;0;2200;200;300;500;2;0;0;4;1;0;0;0;0;0;0;0;SP
648;2826;1967;Graduation;Married;$22,574.00 ;2;1;10/28/13;28;2500;0;800;200;0;200;2;1;0;3;2;0;0;0;0;0;0;0;SP
649;6222;1967;Graduation;Married;$22,574.00 ;2;1;10/28/13;28;2500;0;800;200;0;200;2;0;0;3;2;0;0;0;0;0;0;0;SP
650;7352;1957;Graduation;Married;$55,267.00 ;0;1;10/21/13;28;16100;2800;13600;3200;300;4500;4;1;6;6;1;0;0;0;0;0;0;0;CA
651;10928;1958;Graduation;Together;$66,886.00 ;0;1;9/16/13;28;31500;400;6200;4100;3100;14600;2;2;2;7;1;0;0;0;0;0;0;0;SP
654;6168;1963;Graduation;Divorced;$45,146.00 ;1;1;7/15/13;28;3300;0;500;0;0;1500;2;0;2;2;1;0;0;0;0;0;0;0;IND
656;626;1951;Graduation;Married;$32,871.00 ;1;1;3/9/13;28;2200;200;1200;0;200;500;1;0;0;3;1;0;0;0;0;0;0;0;US
658;6299;1968;PhD;Divorced;$42,564.00 ;0;1;1/2/13;28;32400;4800;18600;3900;1800;19800;6;2;12;4;2;1;0;0;0;0;1;0;CA
660;9973;1963;Graduation;Married;$50,437.00 ;0;2;10/17/12;28;37000;900;9200;600;900;400;3;2;2;8;2;0;0;0;0;0;0;0;SP
661;4299;1960;Graduation;Together;$70,971.00 ;0;1;9/21/12;28;100100;1700;57200;9300;12500;1700;7;3;17;5;2;0;0;0;0;0;1;0;SP
663;9931;1963;PhD;Married;$4,023.00 ;1;1;6/23/14;29;500;0;100;100;100;100;15;0;0;0;5;0;0;0;0;0;0;0;SP
664;6679;1966;Graduation;Single;$33,279.00 ;0;0;6/12/14;29;1000;300;300;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;SP
666;6255;1952;Master;Together;$70,545.00 ;0;1;6/3/14;29;13800;3900;6300;5500;1800;2100;1;1;2;7;1;0;0;0;0;0;0;0;AUS
667;8614;1957;Graduation;Widow;$65,486.00 ;0;1;5/12/14;29;24500;1900;12500;3700;6700;1400;1;1;3;10;1;0;0;0;0;0;0;0;AUS
669;1277;1960;Graduation;Together;$78,468.00 ;0;0;4/9/14;29;43400;2200;38800;10400;2200;3400;1;3;11;10;1;0;0;0;1;0;0;0;US
670;3595;1963;Graduation;Together;$77,226.00 ;0;1;2/28/14;29;63100;4300;23900;12800;7600;2100;2;2;12;12;1;0;0;0;0;0;0;0;SP
673;4137;1948;Graduation;Together;$70,666.00 ;0;0;12/6/13;29;39800;4000;36700;11900;12200;3000;1;2;6;4;1;0;0;0;0;0;0;0;AUS
